what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1366017049384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366017049554
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1366017063563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366017063921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017071105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017080604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017082246
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1366017082373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017082404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017082525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017083867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017085305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017086284
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1366017086348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017086525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366017088137
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1366017089175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366017094658
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1366017096531
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1366017098206
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1366017108732
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1366017114627
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1366017115644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1366017115732
